Country,City, Latitude , Longitude 
am,lernapat, 40.8200 , 44.3972 
am,lernavan, 40.7883 , 44.1844 
am,lorut, 40.9389 , 44.7725 
am,lukashin, 40.1758 , 44.0186 
am,madina, 40.0803 , 45.2511 
am,maisyan, 40.8531 , 43.8294 
am,malishka, 39.7369 , 45.3875 
am,maralik, 40.5722 , 43.8669 
am,margahovit, 40.7381 , 44.6875 
am,margara, 40.0336 , 44.1739 
am,marmarashen, 40.0575 , 44.4711 
am,marmashen, 40.8375 , 43.7719 
am,martuni, 40.1447 , 45.3064 
am,masis, 40.0139 , 44.4858 
am,mayakovski, 40.2522 , 44.6383 
am,meghradzor, 40.6147 , 44.6522 
am,meghrashen, 40.6758 , 43.9486 
am,meghri, 38.9022 , 46.2383 
am,merdzavan, 40.1817 , 44.3992 
am,metsamor, 40.0714 , 44.2892 
am,metsavan, 41.2017 , 44.2289 
am,mets masrik, 40.2186 , 45.7694 
am,mets parni, 40.8372 , 44.1092 
am,mosesgegh, 40.9064 , 45.4914 
am,mrganush, 40.0286 , 44.5586 
am,mrgashat, 40.1297 , 44.0706 
am,mrgashen, 40.2850 , 44.5422 
am,mrgavan, 39.9661 , 44.5333 
am,mrgavet, 40.0283 , 44.4828 
am,musaler, 40.1544 , 44.3778 
am,musayelyan, 40.7653 , 43.9908 
am,myasnikyan, 40.1775 , 43.9064 
am,nalbandyan, 40.0678 , 43.9856 
am,navur, 40.8614 , 45.3175 
am,nizami, 40.0914 , 44.4042 
am,norakert, 40.1922 , 44.3467 
am,noramarg, 40.0236 , 44.4244 
am,nor armavir, 40.0867 , 43.9900 
am,norashen, 40.0042 , 44.5947 
am,norashen, 41.1881 , 44.3272 
am,noratus, 40.3822 , 45.1783 
am,nor geghi, 40.3211 , 44.5797 
am,nor gyukh, 40.2667 , 44.6564 
am,nor yerznka, 40.3133 , 44.4047 
am,noyakert, 39.8167 , 44.6669 
am,noyemberyan, 41.1725 , 44.9936 
am,nshavan, 40.0264 , 44.5253 
am,odzun, 41.0539 , 44.6114 
am,oshakan, 40.2706 , 44.2692 
am,paravakar, 40.9806 , 45.3992 
am,pemzashen, 40.5933 , 43.9400 
am,pokr mantash, 40.6500 , 44.0500 
am,proshyan, 40.2481 , 44.4150 
am,pshatavan, 40.0406 , 44.0675 
am,ptghni, 40.2567 , 44.5850 
am,ranchpar, 40.0253 , 44.3703 
am,rind, 39.7597 , 45.1800 
am,samaghar, 40.1853 , 44.2422 
am,saramech, 40.7725 , 44.2192 
am,saratak, 40.6700 , 43.8664 
am,sarigyukh, 41.0564 , 45.1458 
am,sarukhan, 40.2892 , 45.1342 
am,sasunik, 40.2472 , 44.3381 
am,sevan, 40.5550 , 44.9536 
am,shaghat, 39.5617 , 45.9122 
am,shahumyan, 39.9308 , 44.5783 
am,shahumyan, 40.7883 , 44.5317 
am,shatin, 39.8333 , 45.3017 
am,shenavan, 40.4861 , 44.3825 
am,shenavan, 40.0500 , 43.9333 
am,shinuhayr, 39.4342 , 46.3156 
am,shirakamut, 40.8606 , 44.1528 
am,shirak, 40.8481 , 43.9214 
am,shnogh, 41.1478 , 44.8378 
am,sisavan, 39.9000 , 44.6667 
am,sisian, 39.4628 , 45.9731 
am,sis, 40.0586 , 44.3864 
am,solak, 40.4636 , 44.7086 
am,sovetakan, 40.1133 , 44.0553 
am,spandaryan, 40.6650 , 44.0189 
am,spitak, 40.7956 , 44.2783 
am,surenavan, 39.7500 , 44.8000 
am,talin, 40.3369 , 43.8589 
am,tandzut, 40.0772 , 44.0886 
am,taronik, 40.1331 , 44.1992 
am,tashir, 41.1244 , 44.2819 
am,tazagyukh, 40.1417 , 45.1914 
am,tegh, 39.5547 , 46.4758 
am,tsaghkaber, 40.7986 , 44.1072 
am,tsaghkadzor, 40.5386 , 44.7114 
am,tsaghkahovit, 40.6361 , 44.2231 
am,tsiatsan, 40.1869 , 44.2667 
am,tsovagyugh, 40.6331 , 44.9522 
am,tsovak, 40.1819 , 45.6350 
am,tsovazard, 40.4769 , 45.0375 
am,tsovinar, 40.1608 , 45.4539 
am,tumanyan, 40.9633 , 44.6517 
am,urut, 41.0711 , 44.3969 
am,ushi, 40.3536 , 44.3686 
am,vagharshapat, 40.1728 , 44.2925 
am,vaghashen, 40.1378 , 45.3292 
am,vahagni, 40.9081 , 44.6069 
am,vahan, 40.5700 , 45.3956 
am,vanadzor, 40.8128 , 44.4883 
am,vardablur, 40.9500 , 44.4667 
am,vardadzor, 40.1917 , 45.1875 
am,vardenik, 40.1350 , 45.4364 
am,vardenis, 40.1806 , 45.7283 
am,varser, 40.5561 , 44.9111 
am,vedi, 39.9106 , 44.7278 
am,verin artashat, 40.0006 , 44.5850 
am,verin dvin, 40.0253 , 44.5908 
am,verin getashen, 40.1328 , 45.2486 
am,verishen, 39.5358 , 46.3119 
am,vernashen, 39.7939 , 45.3633 
am,voskehask, 40.7383 , 43.7758 
am,voskehat, 40.1414 , 44.3292 
am,voskevan, 41.1192 , 45.0653 
am,voskevaz, 40.2797 , 44.2950 
am,vostan, 39.9589 , 44.5592 
am,yeghegnavan, 39.8278 , 44.6372 
am,yeghegnut, 40.0903 , 44.1625 
am,yeghegnut, 40.9042 , 44.6325 
am,yeghvard, 40.3217 , 44.4814 
am,yeraskhahun, 40.0722 , 44.2158 
am,yerazgavors, 40.7000 , 43.7500 
am,yerevan, 40.1811 , 44.5136 
am,zangakatun, 39.8094 , 45.0511 
am,zaritap, 39.6372 , 45.5086 
am,zar, 40.2611 , 44.7361 
am,zhdanov, 40.1617 , 44.0883 
am,zorak, 40.0925 , 44.3919 
am,zoravan, 40.3569 , 44.5231 
am,zovaber, 40.5736 , 44.7864 
am,zovuni, 40.5108 , 44.4289 
an,barber, 12.2833 , (69.0667)
an,golden rock, 17.4833 , (62.9833)
an,kralendijk, 12.1500 , (68.2667)
an,nieuwpoort, 12.0500 , (68.8167)
an,oranjestad, 17.4667 , (62.9833)
an,rincon, 12.2333 , (68.3333)
an,sint michiel, 12.1333 , (68.9833)
an,soto, 12.2667 , (69.1000)
an,westpunt, 12.3667 , (69.1667)
an,willemstad, 12.1000 , (68.9167)
ao,benguela, (12.5783), 13.4072 
ao,caala, (12.8525), 15.5606 
ao,cabinda, (5.5500), 12.2000 
ao,caconda, (13.7333), 15.0667 
ao,caluquembe, (13.7833), 14.6833 
ao,camabatela, (8.1881), 15.3750 
ao,camacupa, (12.0167), 17.4833 
ao,catabola, (12.1500), 17.2833 
ao,catumbela, (12.4314), 13.5472 
ao,caxito, (8.5800), 13.6642 
ao,cazaje, (11.0671), 20.7015 
ao,chissamba, (12.1667), 17.3333 
ao,huambo, (12.7761), 15.7392 
ao,kibala, (10.7337), 14.9799 
ao,kuito, (12.3833), 16.9333 
ao,leua, (11.6500), 20.4500 
ao,lobito, (12.3197), 13.5997 
ao,longonjo, (12.9067), 15.2533 
ao,luanda, (8.8368), 13.2332 
ao,luau, (10.7073), 22.2247 
ao,lubango, (14.9167), 13.5000 
ao,lucapa, (8.4192), 20.7447 
ao,luena, (11.7833), 19.9167 
ao,lumeje, (11.5500), 20.7833 
ao,malanje, (9.5447), 16.3453 
ao,menongue, (14.6616), 17.6882 
ao,namibe, (15.1961), 12.1522 
ao,ondjiva, (17.0667), 15.7333 
ao,saurimo, (9.6608), 20.3916 
ao,soyo, (6.1349), 12.3689 
ao,sumbe, (11.2060), 13.8437 
ao,uige, (7.6133), 15.0566 
ar,alta gracia, (31.6529), (64.4283)
ar,azul, (36.7770), (59.8585)
ar,bahia blanca, (38.7196), (62.2724)
ar,bell ville, (32.6259), (62.6887)
ar,campana, (34.1687), (58.9591)
ar,catamarca, (28.4696), (65.7852)
ar,chacabuco, (34.6417), (60.4739)
ar,chivilcoy, (34.8957), (60.0167)
ar,comodoro rivadavia, (45.8641), (67.4966)
ar,concepcion del uruguay, (32.4825), (58.2372)
ar,concordia, (31.3930), (58.0209)
ar,cordoba, (31.4135), (64.1811)
ar,corrientes, (27.4806), (58.8341)
ar,dolores, (36.3132), (57.6792)
ar,eldorado, (26.4048), (54.6248)
ar,formosa, (26.1775), (58.1781)
ar,general pico, (35.6566), (63.7568)
ar,general roca, (39.0280), (67.5737)
ar,goya, (29.1400), (59.2626)
ar,gualeguaychu, (33.0094), (58.5172)
ar,gualeguay, (33.1416), (59.3097)
ar,jujuy, (24.1946), (65.2971)
ar,junin, (34.5838), (60.9433)
ar,la plata, (34.9215), (57.9545)
ar,la rioja, (29.4110), (66.8507)
ar,libertador general san martin, (23.8064), (64.7876)
ar,lincoln, (34.8665), (61.5302)
ar,lujan, (34.5703), (59.1050)
ar,lujan, (33.0355), (68.8778)
ar,mar del plata, (38.0023), (57.5575)
ar,mendoza, (32.8908), (68.8272)
ar,mercedes, (34.6515), (59.4307)
ar,mercedes, (29.1819), (58.0790)
ar,mercedes, (33.6744), (65.4614)
ar,necochea, (38.5473), (58.7368)
ar,neuquen, (38.9516), (68.0591)
ar,nueve de julio, (35.4444), (60.8831)
ar,obera, (27.4871), (55.1199)
ar,olavarria, (36.8927), (60.3225)
ar,parana, (31.7320), (60.5238)
ar,pergamino, (33.8899), (60.5736)
ar,posadas, (27.3671), (55.8961)
ar,presidencia roque saenz pena, (26.7852), (60.4388)
ar,puerto madryn, (42.7692), (65.0385)
ar,punta alta, (38.8759), (62.0736)
ar,rafaela, (31.2503), (61.4867)
ar,rawson, (43.3002), (65.1023)
ar,reconquista, (29.1500), (59.6500)
ar,resistencia, (27.4606), (58.9839)
ar,rio cuarto, (33.1307), (64.3499)
ar,rio gallegos, (51.6226), (69.2181)
ar,rio tercero, (32.1730), (64.1141)
ar,rivadavia, (33.1905), (68.4608)
ar,rosario, (32.9468), (60.6393)
ar,salta, (24.7859), (65.4117)
ar,san carlos de bariloche, (41.1403), (71.3014)
ar,san francisco, (31.4280), (62.0827)
ar,san juan, (31.5375), (68.5364)
ar,san lorenzo, (28.1331), (58.7673)
ar,san luis, (33.2950), (66.3356)
ar,san martin, (33.0810), (68.4681)
ar,san nicolas, (33.3358), (60.2252)
ar,san pedro, (33.6791), (59.6666)
ar,san pedro, (24.2313), (64.8661)
ar,san rafael, (34.6177), (68.3301)
ar,san ramon de la nueva oran, (23.1340), (64.3246)
ar,santa fe, (31.6295), (60.7010)
ar,santa rosa, (36.6167), (64.2833)
ar,santiago del estero, (27.7951), (64.2615)
ar,san vicente, (34.9826), (58.3762)
ar,tandil, (37.3217), (59.1332)
ar,tartagal, (22.5164), (63.8013)
ar,trelew, (43.2501), (65.3133)
ar,tres arroyos, (38.3739), (60.2798)
ar,tucuman, (26.8241), (65.2226)
ar,ushuaia, (54.8000), (68.3000)
ar,veinticinco de mayo, (35.4323), (60.1727)
ar,venado tuerto, (33.7456), (61.9688)
ar,victoria, (32.6199), (60.1539)
ar,viedma, (40.8135), (62.9967)
ar,villa carlos paz, (31.4241), (64.4978)
ar,villa constitucion, (33.2278), (60.3297)
ar,villa maria, (32.4075), (63.2402)
ar,zarate, (34.0981), (59.0286)
at,absam, 47.3000 , 11.5000 
at,abtenau, 47.5500 , 13.3500 
at,altach, 47.3500 , 9.6500 
at,althofen, 47.1500 , 14.2333 
at,altmunster, 47.9000 , 13.7500 
at,amstetten, 48.1167 , 14.8667 
at,anif, 47.7500 , 13.0667 
at,ansfelden, 48.2000 , 14.2833 
at,arnoldstein, 46.5461 , 13.7100 
at,asten, 48.2167 , 14.4000 
at,axams, 47.2333 , 11.3000 
at,bad aussee, 47.6000 , 13.7833 
at,baden, 48.0167 , 16.2333 
at,bad goisern, 47.6333 , 13.6167 
at,bad hall, 48.0333 , 14.2000 
at,bad hofgastein, 47.1667 , 13.1000 
at,bad ischl, 47.7167 , 13.6167 
at,bad sankt leonhard, 46.9628 , 14.7917 
at,bad voslau, 47.9667 , 16.2000 
at,barnbach, 46.9833 , 16.0500 
at,bergheim, 47.8333 , 13.0333 
at,berndorf, 47.9500 , 16.1000 
at,bischofshofen, 47.4167 , 13.2167 
at,bludenz, 47.1497 , 9.8167 
at,braunau, 48.2667 , 13.0333 
at,bregenz, 47.5000 , 9.7667 
at,bruck an der leitha, 48.0167 , 16.7667 
at,bruck an der mur, 47.4167 , 15.2833 
at,deutschlandsberg, 46.8153 , 15.2222 
at,deutsch-wagram, 48.2997 , 16.5667 
at,dornbirn, 47.4167 , 9.7331 
at,ebbs, 47.6333 , 12.2167 
at,ebensee, 47.8000 , 13.7667 
at,ebenthal, 46.6081 , 14.3642 
at,eberndorf, 46.5914 , 14.6436 
at,ebreichsdorf, 47.9500 , 16.4000 
at,eisenerz, 47.5333 , 14.8833 
at,eisenstadt, 47.8500 , 16.5167 
at,engerwitzdorf, 48.3500 , 14.4500 
at,enns, 48.2000 , 14.4667 
at,feldbach, 46.9531 , 15.8883 
at,feldkirchen an der donau, 48.3500 , 14.0500 
at,feldkirchen, 46.7167 , 14.1000 
at,feldkirch, 47.2331 , 9.6000 
at,ferlach, 46.5269 , 14.3019 
at,finkenstein, 46.5656 , 13.8653 
at,fohnsdorf, 47.2000 , 14.6833 
at,frankenburg, 48.0667 , 13.4833 
at,freistadt, 48.5000 , 14.5000 
at,friesach, 46.9553 , 14.4058 
at,frohnleiten, 47.2667 , 15.3167 
at,fugen, 47.3500 , 11.8500 
at,furstenfeld, 47.0500 , 16.0833 
at,gallneukirchen, 48.3500 , 14.4167 
at,ganserndorf, 48.3500 , 16.7333 
at,garsten, 48.0167 , 14.4000 
at,gleisdorf, 47.1000 , 15.7167 
at,gloggnitz, 47.6667 , 15.9333 
at,gmunden, 47.9167 , 13.8000 
at,gmund, 48.7667 , 14.9833 
at,gotzis, 47.3331 , 9.6331 
at,gratkorn, 47.1333 , 15.3500 
at,graz, 47.0667 , 15.4500 
at,grieskirchen, 48.2333 , 13.8333 
at,grodig, 47.7333 , 13.0333 
at,guntramsdorf, 48.0333 , 16.3000 
at,haag, 48.1500 , 15.5000 
at,hainburg, 48.1500 , 16.9333 
at,hallein, 47.6833 , 13.1000 
at,hall, 47.6000 , 14.4500 
at,hard, 47.4831 , 9.6831 
at,heidenreichstein, 48.8667 , 15.1167 
at,hermagor, 46.6272 , 13.3672 
at,herzogenburg, 48.2667 , 15.6833 
at,himberg, 48.0833 , 16.4333 
at,hochst, 47.4667 , 9.6331 
at,hohenems, 47.3667 , 9.6831 
at,hollabrunn, 48.5500 , 16.0833 
at,hopfgarten, 47.4500 , 12.1667 
at,horbranz, 47.5500 , 9.7500 
at,horn, 48.6500 , 15.6500 
at,horsching, 48.2333 , 14.1833 
at,imst, 47.2333 , 10.7333 
at,innsbruck, 47.2667 , 11.4000 
at,jenbach, 47.4000 , 11.7833 
at,jennersdorf, 46.9392 , 16.1467 
at,judenburg, 47.1667 , 14.6667 
at,kapfenberg, 47.4333 , 15.3000 
at,kindberg, 47.5000 , 15.4500 
at,kirchbichl, 47.5167 , 12.0833 
at,kitzbuhel, 47.4500 , 12.3833 
at,klagenfurt, 46.6247 , 14.3053 
at,klosterneuburg, 48.3000 , 16.3167 
at,knittelfeld, 47.2167 , 14.8167 
at,koflach, 47.0667 , 15.0833 
at,korneuburg, 48.3500 , 16.3333 
at,kottingbrunn, 47.9500 , 16.2167 
at,krems, 48.4167 , 15.6000 
at,kremsmunster, 48.0500 , 14.1333 
at,krieglach, 47.5333 , 15.5500 
at,kuchl, 47.6167 , 13.1500 
at,kufstein, 47.5833 , 12.1667 
at,laakirchen, 47.9667 , 13.8167 
at,laa, 48.7167 , 16.3833 
at,landeck, 47.1333 , 10.5667 
